Neighborhood_FID,Total number of buildings,Percentage of impervious land,Percentage of water,Percentage of vegetation,Distance from center,Percentage of German citizens,Amount of residents per building,Percentage of Houses with building year under 1919,Percentage of Houses with building year 1919-1948,Percentage of Houses with building year 1948-1978,Percentage of Houses with building year 1979-1995,Percentage of Houses with building year 1996-2008,Percentage of Houses with building year >2009,Percentage of Age Group under 18,Percentage of Age Group 18-29,Percentage of Age Group 30-49,Percentage of Age Group 50-64,Percentage of Age Group >65,Percentage of Household size 1,Percentage of Household size 2,Percentage of Household size 3,Percentage of Household size 4,Percentage of Household size 5,Percentage of Household size >=6,City_Name,Land_Value
19.0,5021,0.1139768772488645,0.0001327198725889,0.8858904028785466,0.0755195396264205,0.8516812528788577,2.161919936267676,0.021111332403903605,0.031467835092611036,0.791077474606652,0.053375821549492136,0.048197570205138415,0.0011949810794662419,0.19161676646706588,0.1461999078765546,0.2524182404421925,0.17742975587286963,0.23371718102257025,0.3503025245149176,0.36386396828708534,0.15209680784477364,0.09534738159816399,0.02837471312330482,0.010014604631754642,Bremen,200.7
20.0,3267,0.2025323579065841,0.0065278559369724,0.7909397861564434,0.0861850236231065,0.8615407718876709,2.0382614018977656,0.003060912151821243,0.016835016835016835,0.8582797673706765,0.04713804713804714,0.04346495255586165,0.003060912151821243,0.16924463132602494,0.13890974620813937,0.2518396155578916,0.1820093107073134,0.26009911398107827,0.42983565107458915,0.3422882427307206,0.11978508217446271,0.07616940581542352,0.022123893805309734,0.009797724399494312,Bremen,207.1
21.0,3762,0.1639363687531475,0.0,0.8360636312468525,0.0677796675638617,0.861852038248616,2.1127060074428496,0.015683147262094632,0.03561935140882509,0.8389154704944178,0.03827751196172249,0.029771398192450824,0.0,0.18784599899345747,0.12971816809260192,0.25603925515853043,0.1824358329139406,0.24811273276295923,0.36451971127151583,0.3567462520821766,0.14464186563020545,0.09189339255968906,0.033037201554691836,0.009161576901721266,Bremen,207.0
22.0,1565,0.0978716365240405,0.0001102779003087,0.9020180855756508,0.0459625354869499,0.9778586593873219,2.1067092651757187,0.0038338658146964857,0.3559105431309904,0.5239616613418531,0.03706070287539936,0.016613418530351438,0.0,0.13497118592659993,0.10130421595389748,0.25447376402790417,0.20412496208674552,0.3151349711859266,0.303363074811256,0.4358270418668497,0.15923129718599863,0.08716540837336993,0.014413177762525738,0.0,Bremen,221.9
23.0,5418,0.3797654859107373,0.0068144146356436,0.613420099453619,0.0380371247172256,0.8926644013591845,1.8468069398301956,0.08711701734957548,0.14470284237726097,0.5278700627537837,0.1421188630490956,0.04632705795496493,0.006275378368401624,0.15040975414751148,0.17859284429342395,0.2987207675394763,0.2004797121726964,0.17269638217069758,0.46890788962300817,0.3060629615235134,0.12572872133696075,0.08161678973960358,0.010882238631947143,0.006801399144966964,Bremen,320.1
24.0,1582,0.1486924452391596,0.1586388019669199,0.6926687527939205,0.0546544552466901,0.9353730877302529,2.024652338811631,0.10872313527180784,0.24083438685208597,0.3944374209860936,0.12452591656131479,0.0632111251580278,0.0,0.15017171401810803,0.11770215423040899,0.2738058070558851,0.20886668748048703,0.25569778332812987,0.3785234899328859,0.3825503355704698,0.13624161073825503,0.07785234899328859,0.016107382550335572,0.0087248322147651,Bremen,230.0
25.0,445,0.150456773110164,0.0468637346791636,0.8026794922106724,0.1227068662963333,0.9715099715099715,2.3662921348314607,0.24719101123595505,0.05393258426966292,0.17303370786516853,0.13707865168539327,0.1842696629213483,0.006741573033707865,0.18613485280151948,0.13200379867046533,0.33048433048433046,0.2070275403608737,0.14055080721747387,0.26912181303116145,0.35694050991501414,0.1558073654390935,0.1671388101983003,0.042492917847025496,0.0084985835694051,Bremen,71.8
26.0,170,0.1508889226561313,4.144161567045627e-05,0.8490696357281983,0.1005725721234885,0.9927007299270073,2.4176470588235293,0.12352941176470589,0.0,0.37058823529411766,0.10588235294117647,0.08823529411764706,0.0,0.145985401459854,0.0827250608272506,0.2895377128953771,0.24817518248175183,0.21897810218978103,0.2882882882882883,0.4144144144144144,0.10810810810810811,0.1891891891891892,0.0,0.0,Bremen,61.8
27.0,4555,0.5711155378486056,0.0007968127490039,0.4280876494023904,0.0254291726744362,0.9021052631578947,1.668496158068057,0.32579582875960483,0.10098792535675083,0.4849615806805708,0.04061470911086718,0.02217343578485181,0.0019758507135016466,0.10894736842105263,0.2256578947368421,0.3693421052631579,0.18947368421052632,0.10657894736842105,0.5703266787658802,0.25521778584392013,0.10412885662431942,0.05308529945553539,0.009981851179673321,0.007259528130671506,Bremen,1400.0
28.0,4117,0.577103325150636,0.0,0.422896674849364,0.0265595184902361,0.9193765922373744,1.620840417779937,0.4537284430410493,0.14015059509351468,0.31940733543842603,0.04153509837260141,0.006315278115132378,0.0,0.09800689345122134,0.2210400119886108,0.3729956541285778,0.2009590888655777,0.10714820920125881,0.5635220125786163,0.27823899371069183,0.10037735849056603,0.03748427672955975,0.01509433962264151,0.005283018867924529,Bremen,1040.0
29.0,5609,0.3577720043089791,0.0133705088397439,0.6288574868512768,0.0417048281142735,0.93358307178293,1.7609199500802282,0.30076662506685686,0.2508468532715279,0.3490818327687645,0.04385808522018185,0.008914244963451596,0.01693706543055803,0.13981978333502076,0.14457831325301204,0.33461577402045156,0.21808241368836692,0.1630049610205528,0.5130597014925373,0.2792910447761194,0.11940298507462686,0.06697761194029851,0.01791044776119403,0.0033582089552238806,Bremen,858.1
30.0,3418,0.3746977217767596,0.0,0.6253022782232405,0.0420060446910067,0.8823423747081013,1.6287302516091282,0.07636044470450556,0.22878876535985956,0.5927442949093037,0.04593329432416618,0.028379169104739616,0.0,0.12125022453745285,0.1880725705047602,0.3249506017603736,0.2065744566193641,0.15771510687982757,0.5528083028083028,0.2872405372405372,0.09615384615384616,0.04884004884004884,0.011904761904761904,0.0030525030525030525,Bremen,849.1000000000001
31.0,3533,0.0687610740084503,0.0001703693607741,0.9310685566307756,0.0397274780139858,0.944053543847606,1.6493065383526748,0.019813189923577695,0.06736484574016417,0.7817718652703085,0.06962921030285876,0.0186810076422304,0.009057458250778375,0.11292260168182598,0.15994508323322465,0.2831645786854299,0.1719581259653338,0.27166638064183973,0.556872037914692,0.3009478672985782,0.0924170616113744,0.04354265402843602,0.006220379146919431,0.0,Bremen,562.7
32.0,2691,0.1375897962175634,0.0,0.8624102037824366,0.025849039771422,0.9453341874866539,1.7402452619843924,0.33519137866963955,0.15458937198067632,0.4351542177629134,0.03493125232255667,0.0033444816053511705,0.0011148272017837235,0.12385223147554986,0.14435191116805465,0.29788597053171045,0.21417894512064917,0.21866325005338458,0.5009854158454868,0.31809223492313754,0.10287741426882144,0.05754828537642885,0.01931415057154119,0.0011824990145841545,Bremen,790.0
33.0,1775,0.2888594164456233,0.0,0.7111405835543767,0.0196249306814659,0.9287013459439797,1.5487323943661973,0.4597183098591549,0.06647887323943662,0.39943661971830985,0.018591549295774647,0.009014084507042254,0.0,0.09676245907602765,0.17679156056747908,0.3561295016369589,0.19170607493634048,0.17788286649690796,0.5703125,0.2842548076923077,0.1015625,0.03665865384615385,0.007211538461538462,0.0,Bremen,1120.0
34.0,3671,0.1296661880832735,0.0004486719310839,0.8698851399856425,0.0525850154504031,0.9515482111342852,1.6979024788885861,0.050667393080904385,0.102696812857532,0.7401253064560065,0.02778534459275402,0.03949877417597385,0.003268864069735767,0.12385689074282047,0.1418257660837478,0.29311727899887696,0.1747152254131237,0.26760789347023906,0.5167613636363636,0.32443181818181815,0.08863636363636364,0.06136363636363636,0.005397727272727273,0.003409090909090909,Bremen,590.0
35.0,4003,0.1998193723188078,0.0002257846014901,0.799954843079702,0.0616629340272206,0.9273115220483642,1.7561828628528604,0.08468648513614789,0.13664751436422684,0.5261054209342992,0.1456407694229328,0.04196852360729453,0.0007494379215588309,0.13499288762446657,0.1395448079658606,0.2793741109530583,0.20028449502133713,0.24893314366998578,0.47832980972515854,0.33535940803382663,0.10676532769556026,0.060782241014799156,0.017177589852008457,0.0015856236786469344,Bremen,596.6
36.0,2010,0.264426588750913,0.0001826150474799,0.735390796201607,0.0362351859645348,0.945627802690583,1.7751243781094528,0.19552238805970149,0.25870646766169153,0.42388059701492536,0.08159203980099503,0.0,0.003482587064676617,0.1412556053811659,0.1266816143497758,0.30521300448430494,0.1975896860986547,0.22841928251121077,0.4845744680851064,0.31117021276595747,0.11329787234042553,0.06808510638297872,0.018085106382978722,0.0047872340425531915,Bremen,790.0
37.0,4354,0.2332028701891715,0.0,0.7667971298108285,0.0423214178057925,0.9461266220998821,1.7521819016995865,0.18396876435461645,0.20027560863573726,0.4660082682590721,0.06752411575562701,0.028020211299954065,0.0,0.12976799056232796,0.1468082317472801,0.2972866692882422,0.21483811770874295,0.2126097784768646,0.478852698104035,0.32814778804083616,0.11351482741857073,0.05906660184735051,0.016771998055420515,0.0036460865337870686,Bremen,676.0
38.0,4263,0.1624824911108716,5.3873505010235965e-05,0.837463635384118,0.068013534301472,0.9060231244958322,1.7447806708890452,0.0016420361247947454,0.01782782078348581,0.8960825709594182,0.010790523105794042,0.03284072249589491,0.0025803424818203143,0.11965582145738102,0.12906695348211886,0.2545038988975531,0.2036837859639688,0.2925517612261361,0.5249573898222547,0.30362795227660094,0.10640370099829559,0.05186267348429511,0.01241782322863404,0.0007304601899196494,Bremen,348.4
39.0,3821,0.1652959573728715,0.0,0.8347040426271285,0.0875397532578485,0.8329170500854476,1.9908400942161737,0.0,0.0,0.9916252289976446,0.0,0.005234231876472127,0.0,0.18693308794531352,0.18404101485473906,0.25897199947416855,0.1670829499145524,0.20257657420796635,0.4112646121147715,0.3390010626992561,0.13443145589798086,0.08049946865037194,0.02922422954303932,0.005579171094580234,Bremen,245.0
40.0,2240,0.3455144740613356,0.0004299226139294,0.6540556033247349,0.0813721839178162,0.8737656792100347,1.6727678571428573,0.0,0.0013392857142857143,0.9044642857142857,0.03616071428571429,0.044196428571428574,0.0,0.11582599412863624,0.15292233787029624,0.22978382706164932,0.19161996263677608,0.3095809981318388,0.5454545454545454,0.32272727272727275,0.08681818181818182,0.03727272727272727,0.006363636363636364,0.0013636363636363637,Bremen,230.3
41.0,4060,0.2121759456013599,0.0,0.78782405439864,0.0975492319117532,0.8370430325104546,1.8258620689655172,0.0,0.0,0.9839901477832512,0.013300492610837438,0.0007389162561576355,0.0,0.1558073654390935,0.16673411574261432,0.2607581276136517,0.19155537569135303,0.22622420072845,0.48024012006003003,0.31190595297648827,0.12156078039019509,0.06378189094547274,0.017008504252126064,0.005502751375687844,Bremen,235.0
42.0,2363,0.09692835254633,0.0,0.90307164745367,0.0784990632856225,0.9591046061127851,1.9661447312738045,0.02581464240372408,0.14261531950909861,0.3961066440964875,0.2179432924248836,0.11510791366906475,0.004231908590774439,0.1485148514851485,0.12031855359448988,0.2468790357296599,0.1975893241498063,0.28755919070167885,0.43729754743174454,0.3294770939379917,0.12818139750115687,0.07635354002776493,0.025913928736695974,0.002776492364645997,Bremen,492.7
43.0,5067,0.2794007490636704,0.0522632423756019,0.6683360085607276,0.0583234298298129,0.8853458382180539,1.6834418788237615,0.011051904479968424,0.05545687783698441,0.4724689165186501,0.2058417209394119,0.15966054864811527,0.04085257548845471,0.09941383352872216,0.3268464243845252,0.23235638921453694,0.14126611957796015,0.20152403282532239,0.5915464336516968,0.27352164194269457,0.07356228408859988,0.050396260922576715,0.006502743344848608,0.004470636049583418,Bremen,341.8
44.0,6071,0.1212994618792831,0.0002912904165452,0.8784092477041716,0.0839982964692219,0.936261473792571,1.9201120079064404,0.016636468456596935,0.03541426453632021,0.6254323834623621,0.1139845165541097,0.12699719980233898,0.009883050568275408,0.14497726687827056,0.14918074976409024,0.2693660461525264,0.1773183494895771,0.2608732950158703,0.3949724517906336,0.3710399449035813,0.14325068870523416,0.08006198347107438,0.009641873278236915,0.0010330578512396695,Bremen,339.5
45.0,3488,0.0365008646363723,0.0001020751272936,0.963397060236334,0.1357432434540682,0.9707474375215939,2.489392201834862,0.03727064220183486,0.04873853211009174,0.28211009174311924,0.12672018348623854,0.3038990825688073,0.046444954128440366,0.23816653230450305,0.0777381089485201,0.3352527928135437,0.17620638028331223,0.1760912127144996,0.1984447900466563,0.3807153965785381,0.19657853810264386,0.19004665629860032,0.031415241057542766,0.0027993779160186624,Bremen,317.2
46.0,1683,0.1483975396568468,0.0014891550663645,0.8501133052767886,0.120979415731534,0.9259373079287031,1.9334521687462864,0.032679738562091505,0.1859774212715389,0.6060606060606061,0.11170528817587641,0.016636957813428402,0.0017825311942959,0.12292562999385372,0.12015980331899201,0.24923171481253842,0.1945298094652735,0.31069452980946527,0.4527112232030265,0.3316519546027743,0.11853720050441362,0.07440100882723834,0.015132408575031526,0.007566204287515763,Bremen,270.0
47.0,5433,0.200251154863883,8.9698165672512e-05,0.7996591469704445,0.1387180298910231,0.8895442359249329,2.0596355604638323,0.017117614577581448,0.048223817412111174,0.8028713418001104,0.05080066261733849,0.03294680655254924,0.0011043622308117063,0.16058981233243969,0.1294906166219839,0.2579088471849866,0.19910634495084897,0.2548704200178731,0.36864325465361736,0.36806754941469966,0.14354250623680676,0.08616388409134523,0.02801765496066014,0.00556515064287085,Bremen,231.2
48.0,4092,0.1910495764041418,0.0003922183871979,0.8085582052086602,0.153994414148751,0.8070583476590151,2.4166666666666665,0.009286412512218964,0.015151515151515152,0.8257575757575758,0.06573802541544477,0.03714565004887586,0.0,0.23713216705430276,0.16604307816766103,0.24218829001921327,0.16432399635959147,0.19021134593993325,0.3412093495934959,0.29878048780487804,0.14888211382113822,0.12550813008130082,0.047510162601626015,0.038109756097560975,Bremen,223.0
49.0,2201,0.1997324016947892,0.0009291607819817,0.799338437523229,0.1413922394424899,0.9457319428350714,2.352567014993185,0.0068150840527033164,0.08223534756928669,0.4911403907314857,0.15447523852794184,0.141753748296229,0.0068150840527033164,0.16183854770181538,0.13711857860177676,0.2705677867902665,0.22556971803785245,0.21185786017767477,0.2676937891189215,0.3923928743379875,0.1882522869523351,0.11410688493018777,0.03177660086663457,0.005777563793933558,Bremen,222.0
50.0,3276,0.1970537118265331,0.0,0.8029462881734668,0.1199077210799016,0.838388411045722,2.022893772893773,0.0,0.0,0.9114774114774115,0.057387057387057384,0.006715506715506716,0.0,0.16417685227101253,0.15633016447864795,0.24475629998491022,0.2106533876565565,0.2246868869775162,0.4044943820224719,0.32553058676654184,0.1317103620474407,0.10549313358302122,0.026217228464419477,0.006554307116104869,Bremen,240.0
51.0,5194,0.4144074360960496,0.0022463206816421,0.5833462432223083,0.099269600865891,0.8715199010105177,1.8671544089333847,0.04216403542549095,0.18328840970350405,0.5723912206391991,0.1072391220639199,0.029842125529457066,0.0005775895263765884,0.14435966178593523,0.15508352237574757,0.2736646731284801,0.2047844916477624,0.22190142297380902,0.44235537190082647,0.33884297520661155,0.12148760330578512,0.08119834710743802,0.010537190082644627,0.005578512396694215,Bremen,235.7
52.0,5758,0.524071332910411,0.0328117290477197,0.4431169380418693,0.0633913596786325,0.8822537446681877,1.7507815213615838,0.11757554706495311,0.22872525182354983,0.519798541160125,0.06773185133726989,0.026224383466481416,0.0038207711010767626,0.1315345699831366,0.17498264061105048,0.32486856462652514,0.1926396190854082,0.1737922825116556,0.5236784140969163,0.2999265785609398,0.09966960352422907,0.06222466960352423,0.011747430249632892,0.0027533039647577094,Bremen,385.9
53.0,4834,0.4150851739102273,0.0353325992616102,0.5495822268281625,0.0915581483089058,0.7946940006029545,2.058543649151841,0.12701696317749275,0.15349606950765413,0.5215142738932561,0.10177906495655771,0.03537443111294994,0.0012412081092263137,0.18118782031956587,0.17194251833986535,0.29263390614008644,0.18048437342980606,0.17334941211938498,0.4265687583444593,0.3115264797507788,0.1288384512683578,0.08967512238540276,0.024699599465954607,0.018691588785046728,Bremen,197.7
54.0,2568,0.1997841055919922,0.0101732061955152,0.7900426882124925,0.1190923892384306,0.9511389323595897,2.239485981308411,0.09345794392523364,0.050623052959501556,0.589563862928349,0.10747663551401869,0.06658878504672897,0.005841121495327103,0.16466701443227263,0.11406711876195444,0.28012519561815336,0.21648408972352634,0.22969918275082593,0.25705980066445183,0.41320598006644516,0.19019933554817275,0.11877076411960133,0.016611295681063124,0.004152823920265781,Bremen,217.3
55.0,2490,0.2576323987538941,0.0171495327102803,0.7252180685358256,0.1476549816648373,0.9322065037663053,2.1859437751004016,0.05261044176706827,0.05582329317269076,0.5184738955823294,0.21365461847389558,0.05622489959839357,0.0024096385542168677,0.17582215689876907,0.12695204850266398,0.28385081756384345,0.22671320962704392,0.18923387837589564,0.3212147134302823,0.3686911890504705,0.18092386655260906,0.10949529512403763,0.011976047904191617,0.007698887938408896,Bremen,211.9
56.0,161,0.019082846042149,0.0034862577345211,0.9774308962233298,0.0659265038468203,0.9846153846153847,2.422360248447205,0.2360248447204969,0.14906832298136646,0.19254658385093168,0.037267080745341616,0.055900621118012424,0.0,0.17435897435897435,0.038461538461538464,0.30512820512820515,0.2,0.2153846153846154,0.4578313253012048,0.43373493975903615,0.03614457831325301,0.07228915662650602,0.0,0.0,Bremen,70.0
57.0,3854,0.3983701614167058,0.0,0.6016298385832941,0.0194171735315517,0.8913446456580636,1.8196678775298392,0.11468604047742605,0.33471717695900366,0.4494032174364297,0.04099636741048261,0.03243383497664764,0.0,0.14059603593326678,0.20219592185940397,0.322971624126622,0.183516326821617,0.15143305290175388,0.48318536454129674,0.31181059994619315,0.11030400860909335,0.0712940543449018,0.016142050040355124,0.007263922518159807,Bremen,800.0
58.0,4116,0.7457314259344716,0.0013844023996308,0.2528841716658975,0.0132043533575802,0.8974119114437169,1.5583090379008746,0.13435374149659865,0.13338192419825073,0.6916909620991254,0.022351797862001945,0.005344995140913508,0.0,0.10788899282818834,0.2533520424072342,0.3342687870283754,0.16136576239476147,0.14250077954474588,0.6023942944472745,0.2514009169638309,0.07972491085073867,0.04966887417218543,0.012990320937340805,0.0038206826286296485,Bremen,792.0
59.0,6846,0.2547087166009636,0.0,0.7452912833990364,0.0237856996819437,0.9422788605697151,1.7537248028045573,0.03067484662576687,0.1102833771545428,0.39921121822962313,0.24642126789366053,0.13453111305872043,0.004236050248320187,0.11969015492253873,0.13959686823255038,0.2752790271530901,0.2048975512243878,0.26153589871730804,0.5081546360616128,0.30745998187858653,0.10495318634853519,0.06448202959830866,0.01223195409241921,0.002718212020537602,Bremen,595.0
60.0,166,0.1437838481223591,5.951318216985062e-05,0.8561566386954711,0.0326465187991342,0.9475218658892128,2.066265060240964,0.024096385542168676,0.03614457831325301,0.5481927710843374,0.18072289156626506,0.03614457831325301,0.0,0.09912536443148688,0.08454810495626822,0.19825072886297376,0.16909620991253643,0.36443148688046645,0.5507246376811594,0.2608695652173913,0.14492753623188406,0.043478260869565216,0.0,0.0,Bremen,7.1
61.0,1693,0.4805747738158595,0.0,0.5194252261841406,0.015601866959339,0.8556235900741218,1.832841110454814,0.0017720023626698169,0.005316007088009451,0.9799173065564087,0.0,0.0017720023626698169,0.0,0.14727682887528198,0.17853689977441187,0.29680953915565583,0.17982597486303578,0.19626168224299065,0.48825710754017304,0.30902348578491967,0.10815822002472188,0.07045735475896168,0.0203955500618047,0.003708281829419036,Bremen,455.0
62.0,2354,0.5532915360501567,0.0,0.4467084639498432,0.0275864499113778,0.8542828180435884,1.6762956669498725,0.015293118096856415,0.05012744265080714,0.9188615123194562,0.008920985556499575,0.0,0.0,0.13177901672579828,0.1910795742524075,0.31221490116573747,0.17232640648758235,0.19285352255448557,0.5425867507886435,0.28886885984677785,0.0964398377647589,0.05002253267237494,0.015772870662460567,0.006309148264984227,Bremen,464.5
